@relation 'AT: Sample1 (1)-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute '-0.379Residents-0.349M1 Qualification-0.311Father Qualification-0.304Xmarks+0.288Year Gap...' numeric
@attribute '-0.483Xboard+0.347Residence-0.3College Liking-0.269XIIMarks-0.267Xmarks...' numeric
@attribute '0.514Travel Duration+0.317Family Business+0.315Father Qualification-0.278Travel Way-0.262Region...' numeric
@attribute '-0.385XIIGrade-0.336Co-Curricular+0.336XIIMarks+0.303Fianancial Crisis+0.287Post Graduation...' numeric
@attribute '0.475Post Graduation+0.409Programming Experience-0.348Branch+0.348Health-0.311Fianancial Crisis...' numeric
@attribute '-0.566Sibling to look-0.345Programming Experience+0.311Co-Curricular+0.304Post Graduation-0.25Computer Access...' numeric
@attribute '0.52 Fianancial Crisis-0.424Branch-0.377College Liking+0.328XIIGrade+0.248Region...' numeric
@attribute '0.523Gender+0.43 Co-Curricular+0.423Programming Experience-0.365Travel Way-0.285Health...' numeric
@attribute '-0.393Year Gap+0.327Computer Access-0.319Programming Experience-0.286Xboard-0.285Gender...' numeric
@attribute '-0.367Gender+0.35 Co-Curricular+0.347Xboard-0.292Region+0.267Fianancial Crisis...' numeric
@attribute '0.513Branch+0.406Health-0.343Travel Way+0.31 Region-0.29XIIMarks...' numeric
@attribute '-0.389Computer Access-0.388Post Graduation+0.375Programming Experience-0.329Year Gap-0.303Sibling to look...' numeric
@attribute Grades {AVG,GOOD,BAVG,VRYGOOD,EXCL}

@data
0.021759,-1.09425,0.113137,-1.334232,-0.379228,-1.218369,-2.173496,0.253109,-0.654724,0.55477,0.498044,-0.201415,AVG
-0.690347,-1.479905,0.199263,1.092307,-1.340601,-2.120075,-0.23863,0.841672,-0.317741,-1.131199,0.413646,0.830387,AVG
-2.482908,0.791293,-0.353209,-0.321318,-1.214026,2.021063,-2.405478,0.63634,1.106601,0.666623,0.151942,0.017163,AVG
-0.653169,-0.952339,-0.352954,2.319459,-0.830386,1.173858,0.130182,1.535244,1.235117,0.822112,1.350127,0.708367,AVG
-2.481284,0.439543,-0.671799,0.317186,-1.57878,0.721389,-1.25971,0.925583,-0.594321,0.315694,0.502142,-0.607432,GOOD
1.612702,4.74708,-0.953371,1.304267,-0.952657,0.224441,-3.099278,-0.00133,2.363534,-1.220177,-0.229135,0.029307,AVG
2.365405,0.25662,1.172543,2.757676,1.676378,0.191894,-4.594476,-0.334744,-0.573789,0.749537,-0.561783,1.35389,VRYGOOD
-0.330454,0.555825,0.254326,0.725224,-0.80039,-2.521732,-0.100208,1.881395,0.80172,-2.186196,1.208599,1.20371,AVG
-1.247768,0.497047,0.168783,0.999779,-0.079114,0.380701,-0.368255,-1.568628,-0.697761,0.067785,1.680025,-0.089179,BAVG
-1.270821,-0.985156,-0.971677,-0.038643,-1.209592,-1.801671,-0.36279,1.711358,-0.096571,-0.061783,0.480718,0.633792,BAVG
0.731515,-0.116702,-0.695639,1.327156,0.463886,-0.671374,0.14156,-0.631387,-1.342816,1.120045,1.579975,-0.097389,GOOD
-1.541961,0.113238,-0.581982,1.333757,-0.036354,-0.876731,-0.530829,0.790886,-1.336478,-0.297475,0.651767,0.661806,BAVG
-1.07755,1.130828,-0.752872,1.719268,0.324238,0.126464,0.777451,-0.758745,-0.813387,0.26512,1.340964,1.13388,GOOD
-0.934139,2.610244,-0.923433,0.515291,-1.787426,1.298899,-0.044831,-0.643846,1.435083,0.38093,-0.143222,0.456656,AVG
-1.637239,-0.865357,-0.51414,-0.577039,-1.779096,-0.536453,-0.270881,-0.274219,1.018596,1.216254,0.660537,0.004819,AVG
-0.964291,1.750089,-1.023524,0.438218,-1.372593,-0.358458,-1.047236,-0.201918,-0.536802,0.371539,0.989189,0.035883,BAVG
-1.716527,-0.443797,0.541211,0.364019,-1.920154,-0.904495,-0.108115,-0.807754,0.609402,0.381526,0.964658,0.191343,GOOD
-0.111548,-1.753161,-0.103961,-0.858032,-1.729579,-0.148647,-1.910885,1.290157,1.125048,-1.492035,0.186342,-0.111876,GOOD
-1.827417,0.136008,-0.992558,-0.051769,-1.401713,-1.186816,-0.757779,0.316205,0.826008,0.550679,-0.07573,1.248084,AVG
-1.518589,-0.942206,-0.409706,-0.985536,-1.498531,-0.745804,-0.476275,-0.570464,0.863076,1.108671,0.244125,0.073331,AVG
-1.215489,-0.064196,-0.903426,0.674761,0.658733,0.194504,0.11826,0.558461,-0.926427,1.873227,2.317696,0.208349,AVG
0.815517,-1.520534,1.800559,0.462136,-1.178109,-1.274985,0.006805,-0.40468,1.001781,0.076116,3.096562,-0.589015,AVG
-1.216062,-0.113286,-0.81291,-0.556702,-1.76713,-0.266755,0.219064,-0.679914,0.626555,0.994727,1.128845,-0.101452,GOOD
-1.666055,0.523137,0.020687,0.224198,-0.734712,0.856958,-0.812448,0.176433,0.369087,1.573673,1.409613,-0.033884,AVG
-1.097899,1.266226,-0.889192,-0.187665,-2.152177,-1.969442,-0.84629,0.112228,1.030859,-1.374898,0.258375,0.570185,GOOD
-1.672713,-0.772885,-0.540833,-0.349624,-1.017836,-1.093786,-0.197878,0.539536,0.344039,1.084275,0.213823,0.791649,EXCL
-2.167473,-0.08946,0.300279,-0.259813,-1.813055,-1.258594,-0.676885,-1.736913,0.025907,0.476692,0.16079,0.289614,AVG
-0.307863,0.400363,-1.280547,-1.869366,-1.246958,-1.787658,0.179835,1.731938,-0.46351,1.533018,0.866296,-0.187366,GOOD
-0.30643,-0.713512,-1.113297,2.091983,-0.596641,0.71413,-0.226898,1.511518,-1.13874,0.179405,0.182124,-0.272578,GOOD
0.43002,3.457208,-0.295998,-1.28064,1.565844,0.665425,-0.462411,2.172359,0.756155,0.168464,2.946827,0.770462,AVG
2.960723,-0.283769,0.804773,3.058644,1.621227,0.449794,-3.455325,-0.341448,0.418793,0.576238,-0.99925,1.54517,GOOD
1.081785,-0.177046,1.285776,-0.730921,-2.799067,0.17206,-0.139387,-2.171078,-0.419007,-1.379298,1.196601,1.979644,VRYGOOD
-1.437487,-0.934818,0.895734,-0.298154,-0.238113,-1.493267,-1.880098,-0.614904,-0.342119,-0.522915,0.656263,0.858639,AVG
0.280836,-0.122117,-0.196981,1.685273,0.780792,-0.127746,-1.169793,-0.833752,-1.278924,-0.637399,1.459983,0.893795,GOOD
-1.785754,-0.414637,-1.207088,0.974107,-1.268219,0.920967,-0.351818,0.683376,-0.912411,0.48957,1.131625,-0.476638,AVG
1.821889,-0.982863,1.486186,2.15526,0.133261,-1.955562,-3.458646,0.041152,0.383962,1.467281,-1.145781,0.71663,VRYGOOD
0.319721,-0.146698,1.086907,-0.14008,-0.757417,-0.890932,1.877306,-0.472174,-0.790702,0.445908,-1.238293,-0.10493,GOOD
-2.548737,0.124963,-0.285971,1.077414,0.926857,0.175395,0.557682,-0.980299,-1.207685,0.275381,-0.7329,0.371227,GOOD
-0.045606,-0.243664,1.157739,-0.081731,-0.019674,-0.992432,1.659979,-0.371345,0.300869,-0.545692,-0.428919,0.519958,AVG
-2.355052,1.020858,0.108633,-1.112505,-1.156558,-0.408822,-0.136411,-0.00271,1.631494,-0.331824,-0.584657,-0.155205,AVG
-0.081831,-0.837119,1.41853,-0.949038,-0.972411,-1.024231,0.618214,-1.466673,0.73012,0.672717,-0.170034,-0.593013,AVG
0.531676,0.01901,-0.008575,2.596807,-1.011615,1.430418,1.244856,-0.93072,0.883778,-0.285538,2.3896,0.120878,VRYGOOD
-1.302557,0.271167,-0.841143,0.723873,0.865162,0.182288,0.388192,0.036348,-1.238397,1.063738,-0.237623,-0.219925,GOOD
-1.709614,-0.265374,0.09757,1.502336,1.312687,0.190741,1.208068,-0.340198,-1.114019,0.375841,0.698462,0.207438,GOOD
-0.719429,0.838996,-0.075862,0.848606,-0.539283,1.270515,1.8498,0.067993,-1.108981,-0.451156,0.306488,-0.810917,AVG
-0.343238,-1.245709,-0.093696,0.522899,-1.630856,-0.778253,0.831284,-0.365229,0.188378,-1.434965,-0.464255,-0.466265,AVG
-2.214242,-0.72736,-0.432756,0.348796,1.389308,0.681518,0.299917,-0.394367,-1.594682,0.725553,-0.273511,-0.149696,AVG
0.114364,-1.252089,2.512764,-0.202986,-0.924487,-0.755764,0.818009,1.729972,0.052327,1.167612,0.161097,-0.690481,AVG
-0.002201,3.597935,-0.006782,-0.312001,1.266344,0.331802,1.440585,-0.604828,0.950218,-1.008426,1.407721,0.01631,GOOD
-0.612149,1.074344,-1.386531,0.222347,1.884161,-0.571986,0.882438,-0.577392,0.340806,-0.100101,-0.448775,0.88531,GOOD
-1.96382,0.424799,1.43104,-0.566103,-0.228903,-1.758166,0.202808,-0.16418,-0.210043,0.319601,-0.552734,0.565581,GOOD
-1.226152,-0.301411,-0.320702,-0.083684,1.063263,0.746842,0.338334,0.241563,-0.670709,1.189133,-0.87216,0.355411,AVG
-1.73814,-0.574737,0.886627,-1.027699,-1.7007,-0.503142,-0.338711,0.898039,-0.291383,-0.452525,-0.775499,-0.760274,GOOD
-1.775739,1.322271,-0.538479,-0.22345,-1.284768,1.026574,-0.137215,0.202142,1.339134,-0.249381,-0.232675,0.45769,AVG
